WGT,RACE,NETWORTH
 1881.9981093000,1,   8543000.00
 2016.0768749000,1,   8754000.00
 2096.7999283000,1,   8753000.00
 2013.4369891000,1,  11003000.00
 1896.6468665000,1,   8754000.00
 6384.0710163000,3,    300560.00
 6119.0356200000,3,    302600.00
 6035.5802342000,3,    296670.00
 6259.3244851000,3,    319700.00
 5994.0276226000,3,    307960.00
 9740.0241275000,1,   3011330.00
11465.5124580000,1,   2675230.00
 8216.4607757000,1,   2644220.00
 9841.6208696000,1,   2544330.00
 8858.7125952000,1,   2914230.00
 5350.4033413000,1,   1247500.00
 5370.2821239000,1,   1240000.00
 5780.6944937000,1,   1247600.00
 5513.8051330000,1,   1252100.00
 5869.9196210000,1,   1246350.00
 3766.8738618000,3,         0.00
 3765.3114781000,3,         0.00
 3773.2152077000,3,         0.00
 3764.7917787000,3,         0.00
 3775.3224784000,3,         0.00
 6058.4725404000,1,    601500.00
 6078.3116720000,1,    602500.00
 6549.2330541000,1,    601500.00
 6243.9543625000,1,    602500.00
 6649.3123554000,1,    601500.00
 2999.9483903000,1,    538000.00
 3020.7907127000,1,    538000.00
 3121.1520133000,1,    538000.00
 3121.9282869000,1,    538000.00
 3203.8386593000,1,    538000.00
 5957.9924596000,1,   1243700.00
 5973.5264027000,1,   1190400.00
 6438.2036263000,1,   1192100.00
 6130.6754976000,1,   1207200.00
 6535.6075198000,1,   1209000.00
 2800.8041603000,2,    198960.00
 2790.8862890000,2,    161070.00
 3066.7075808000,2,    180160.00
 2861.8260337000,2,    153160.00
 3103.3326135000,2,    179060.00
10603.3705310000,1,     20190.00
10571.2359030000,1,     17490.00
10621.5582010000,1,     27190.00
10535.4189340000,1,     17190.00
10607.3213140000,1,     16320.00
15229.1324350000,1,     94100.00
14409.5041690000,1,     93500.00
14303.6459070000,1,     93600.00
14696.5210600000,1,     94600.00
14223.6889090000,1,     94000.00
 7598.7750428000,1,    507200.00
 7620.7350694000,1,    501500.00
 8217.3293398000,1,    502300.00
 7827.1944396000,1,    515100.00
 8339.5598618000,1,    512000.00
 3003.9732216000,2,       120.00
 3019.3169529000,2,        70.00
 2974.5511536000,2,       400.00
 3023.1705101000,2,        90.00
 2981.9236315000,2,       270.00
12625.5007640000,1,    136400.00
12125.8842770000,1,    136400.00
12292.4024660000,1,    135400.00
12234.5551900000,1,    137400.00
12171.5344890000,1,    135400.00
   45.9276211830,1,  14672200.00
   46.4255983270,1,  14688400.00
   49.3040825140,1,  14688300.00
   46.4770998990,1,  14682600.00
   45.9604604260,1,  14683000.00
11850.0723770000,1,      6700.00
11384.3822270000,1,      6700.00
11684.0829180000,1,      6700.00
11578.2447660000,1,      6700.00
11476.5178560000,1,      6700.00
 3868.0937364000,1,   4011310.00
 4086.9306764000,1,   4020310.00
 4241.1113796000,1,   4021320.00
 4080.8343646000,1,   4011320.00
 3949.1322914000,1,   4022320.00
13270.5934050000,1,    575900.00
13916.5305150000,1,    572800.00
15087.6663170000,1,    559900.00
13731.0800990000,1,    523200.00
15323.5106580000,1,    546800.00
 7716.4474402000,1,    436370.00
 7748.1200555000,1,    434380.00
 8342.9907651000,1,    435380.00
 7958.9993571000,1,    436500.00
 8469.8884520000,1,    435370.00
 3435.5886149000,3,    339380.00
 3209.0973336000,3,    336960.00
 3211.0403568000,3,    342590.00
 3345.0034732000,3,    338440.00
 3220.5201029000,3,    335680.00
11307.8145440000,1,    168470.00
10782.0909880000,1,    168370.00
10955.5879430000,1,    168470.00
10841.9730580000,1,    168470.00
10734.0523580000,1,    168370.00
 4786.0695001000,3,       290.00
 4794.7089902000,3,       190.00
 4812.1319684000,3,       440.00
 4824.0958625000,3,        70.00
 4801.8896769000,3,        20.00
  159.2765400500,1,   5511800.00
  169.7939559200,1,   4828700.00
  176.7985089800,1,   4820700.00
  171.1867998900,1,   4913700.00
  162.1788797000,1,   5034800.00
 3006.9492896000,2,      3900.00
 2938.3143138000,2,      2700.00
 2871.0346198000,2,      3000.00
 3015.5217534000,2,      3500.00
 2912.9913727000,2,      3300.00
12806.6370220000,1,    493800.00
12854.2185470000,1,    635900.00
13836.5748140000,1,    478800.00
13197.7528500000,1,    477800.00
14050.1426040000,1,    494800.00
 2081.7791175000,3,       -40.00
 2062.1898235000,3,       -40.00
 2067.7918563000,3,       -40.00
 2089.7104627000,3,       -40.00
 2067.6679085000,3,       -40.00
 7772.6854766000,1,    621200.00
 7796.9848761000,1,    616200.00
11640.7729640000,1,    474200.00
11486.1666370000,1,    489200.00
11534.4840000000,1,    454100.00
 4579.1487334000,3,     16200.00
 4707.5504543000,3,     16200.00
 4643.8892049000,3,     16200.00
 4693.8516550000,3,     16200.00
 4666.9699469000,3,     16200.00
   55.5097934970,1,  94526000.00
   55.8304661230,1,  94526000.00
   56.2690291840,1,  94525000.00
   57.5257583630,1,  94529000.00
   56.0283511780,1,  94524000.00
   45.6590378890,1, 183692000.00
   46.0663907140,1, 187967000.00
   46.4287371040,1, 184842000.00
   47.3671971610,1, 185062000.00
   45.9164825730,1, 185942200.00
 3365.3136718000,1,   2820500.00
 6722.2360342000,1,   3422400.00
 6910.5613353000,1,   4303400.00
 3250.4899801000,1,   2810900.00
 6523.9434644000,1,   6808000.00
 1253.9143618000,4,   3248700.00
 1365.2258441000,4,   3272100.00
 2470.5589995000,4,   3213100.00
 1314.3626265000,4,   3851000.00
 1281.7373053000,4,   4107600.00
  139.3904766900,1,  32187200.00
  141.6132860600,1,  31570200.00
  143.6917896800,1,  33367200.00
  144.1094096400,1,  31583700.00
  141.4485776300,1,  31581200.00
 7142.9880581000,4,    837100.00
 7162.6719497000,4,    833500.00
 7719.5829498000,4,    844900.00
 7351.5677149000,4,    831800.00
 7834.3678086000,4,    834100.00
 7383.7088539000,1,    857730.00
 7407.3076639000,1,   1017700.00
 7977.1873920000,1,    791900.00
 7602.4284940000,1,    785600.00
 8100.6704421000,1,    922700.00
    2.9185426425,1, 386648020.00
    2.8739123405,1, 396760120.00
    2.9008096572,1, 391423520.00
    2.9525576071,1, 382638620.00
    2.9338712331,1, 391947020.00
 7611.5891333000,1,   5110500.00
 7944.8108373000,1,   3398500.00
 3743.6276706000,1,   2734500.00
 3868.2928082000,1,   2886500.00
 7809.6736817000,1,   5017500.00
 2171.3007475000,2,     22070.00
 2183.0511015000,2,     23080.00
 2149.3907197000,2,     23080.00
 2185.5593358000,2,     23080.00
 2154.7696491000,2,     23070.00
14180.6727570000,1,    129800.00
14276.2324850000,1,    127700.00
14257.8220800000,1,    122200.00
14296.0892410000,1,    124400.00
14269.1423410000,1,    130800.00
 4831.8555861000,1,    754700.00
 4816.9098993000,1,    753200.00
 5194.6397944000,1,    755370.00
 4903.5180304000,1,    755190.00
 5260.9845316000,1,    754130.00
 6090.7528423000,1,   4744000.00
 6527.2435327000,1,   4743000.00
 6710.3011283000,1,   4743000.00
 6461.5595385000,1,   4744100.00
 6222.1749635000,1,   4743000.00
 9355.0145547000,3,     11400.00
 9457.0329498000,3,     12520.00
 9432.5600215000,3,     11480.00
 9446.1154263000,3,     11340.00
 9457.3002254000,3,     10420.00
 1662.2986651000,2,    902900.00
 2129.5926057000,2,    303300.00
 2145.8896248000,2,    295140.00
 2131.0317411000,2,    350140.00
 2149.8885932000,2,    428700.00
13891.6606920000,1,     22200.00
13904.8771040000,1,     22200.00
13880.0814830000,1,     22200.00
13899.3072950000,1,     22200.00
13887.5923290000,1,     22200.00
 5932.7365391000,1,   5680360.00
 6502.2808687000,1,   5016360.00
 7053.6507296000,1,   5073350.00
 6317.4170930000,1,   4990260.00
 6112.8351508000,1,   4966360.00
 3402.3809860000,1,  15310100.00
 3586.9920949000,1,  15054100.00
 3747.4186141000,1,  14954100.00
 3606.7795876000,1,  15003100.00
 3445.8647668000,1,  14970100.00
 3110.9561406000,3,     10000.00
 3028.6464052000,3,     12000.00
 3092.2370703000,3,     10000.00
 3057.5593961000,3,     10000.00
 3043.6574575000,3,      9000.00
 8335.9138160000,1,       380.00
 8305.0438519000,1,       380.00
 8348.6392809000,1,       380.00
 8273.9362687000,1,       380.00
 8335.4743717000,1,       380.00
  510.1751269000,1,   2161449.00
  284.3114987600,1,   1929449.00
  260.6538184800,1,   1952349.00
  545.9626460100,1,   2041349.00
  260.9121586700,1,   1965349.00
 3801.9393255000,1,   3721410.00
 4088.5737540000,1,   4716880.00
 4242.9397819000,1,   3666000.00
 4082.3416179000,1,   3526100.00
 3880.5404851000,1,   4120400.00
 9799.9566169000,1,     97620.00
 9803.5227160000,1,     98100.00
 9793.8067531000,1,    102080.00
 9799.2704170000,1,     93860.00
 9795.7244368000,1,     97230.00
   50.7766075410,1,  24064000.00
   49.5943258210,1,  23348000.00
   50.8796018540,1,  22993000.00
   50.3075464600,1,  26305000.00
   50.6184626270,1,  25022000.00
 2177.0384149000,2,   1381120.00
 2170.1614116000,2,   1296060.00
 2382.8456519000,2,   1475060.00
 2225.6692271000,2,   1368180.00
 2412.2689302000,2,   1296230.00
 2796.4454702000,1,      7400.00
 2793.8973642000,1,      7300.00
 2810.5007382000,1,      7400.00
 2801.3478813000,1,      7400.00
 2799.8124946000,1,      7400.00
 7162.0910654000,1,    635400.00
 7185.5441167000,1,    638000.00
 7742.2490947000,1,    636800.00
 7381.3604756000,1,    634800.00
 7860.5589599000,1,    637400.00
 2805.4408561000,1,   5512800.00
 3074.7853582000,1,   5324800.00
 3335.6743035000,1,   5645900.00
 2986.9662613000,1,   5475800.00
 2890.4391971000,1,   5477900.00
 2433.5765858000,2,    467200.00
 2426.4709645000,2,    243200.00
 2664.6576871000,2,    434230.00
 2488.3681705000,2,    444600.00
 2696.4412392000,2,    304000.00
 4826.5365419000,1,    549240.00
 4843.0438434000,1,    623130.00
 5217.1642725000,1,    549140.00
 4973.7395341000,1,    557130.00
 5295.8552452000,1,    543230.00
 1992.9490979000,4,    451150.00
 1904.5388896000,4,    451250.00
 1910.3989152000,4,    451250.00
 1928.6036034000,4,    451350.00
 1883.3303092000,4,    451150.00
   13.6500796640,4,  37890900.00
   13.8733543250,4,  39204010.00
   14.0255131460,4,  37324520.00
   14.0793417070,4,  39367990.00
   13.8623277830,4,  37782900.00
 8872.1030414000,1,   2279000.00
10443.6785480000,1,   2280000.00
 7482.5956485000,1,   2279000.00
 8964.5786264000,1,   2279000.00
 8070.9893412000,1,   2279000.00
 9219.6135238000,1,    284310.00
 9192.6804931000,1,    294310.00
 9915.5500716000,1,    280610.00
 9357.7545014000,1,    282320.00
10040.6453830000,1,    282320.00
 1423.8094780000,2,    -17430.00
 1441.9195470000,2,    288380.00
 1402.8231851000,2,    -20190.00
 1419.8783556000,2,     48860.00
 1433.8301551000,2,     76400.00
13750.7521350000,2,     17940.00
13528.6292340000,2,     16950.00
13545.8768000000,2,     16940.00
13710.9530730000,2,     16940.00
13375.6571920000,2,     16940.00
 5476.9639122000,2,    379700.00
 5475.3365901000,2,    380700.00
 5577.1447401000,2,    379700.00
 5473.1022030000,2,    380700.00
 5562.9053131000,2,    379700.00
 6789.6775063000,1,   2134340.00
 7990.7142851000,1,   2128630.00
 5724.6668525000,1,   2179430.00
 6854.6626391000,1,   2145630.00
 6174.5543742000,1,   2106530.00
 3885.7794797000,1,   6630270.00
 4258.2617290000,1,   6627370.00
 4621.3033906000,1,   6650470.00
 4138.2342419000,1,   6627340.00
 4003.9554647000,1,   6642370.00
  907.5546342200,4,    804200.00
  904.7474254600,4,    878900.00
  975.6954309600,4,    760500.00
  921.0148012700,4,    482400.00
  988.1567871900,4,    694500.00
 9835.2238635000,1,    -56400.00
 9871.5646682000,1,    -45300.00
10637.2676920000,1,   -101160.00
10144.4209210000,1,    -45000.00
10798.4892790000,1,    -63900.00
11918.0152730000,1,    154140.00
11648.1402070000,1,    154730.00
11474.6512690000,1,    154100.00
11745.3823800000,1,    155210.00
11392.7116360000,1,    155710.00
  667.0722623800,1,  10994500.00
  706.3392999200,1,  10488500.00
  729.1198897900,1,  12854400.00
  703.8543821900,1,   9737500.00
  679.8665983900,1,   9737400.00
 8280.5518947000,1,     62200.00
 7675.8749867000,1,     61400.00
 7698.6904926000,1,     59740.00
 8020.8959714000,1,     60140.00
 7700.6780469000,1,     60770.00
 8061.0749785000,1,      6631.00
 8035.3802632000,1,      4441.00
 8073.7204204000,1,      7841.00
 8008.2758933000,1,      4131.00
 8060.6357538000,1,      8241.00
    5.0846172837,1, 683686000.00
    5.0068634069,1, 684335000.00
    5.0537232881,1, 666739000.00
    5.1438773660,1, 739693000.00
    5.1113223987,1, 713705000.00
 5168.5476260000,2,    287500.00
 5163.9791937000,2,    287500.00
 5264.1722006000,2,    291400.00
 5161.7004903000,2,    291400.00
 5248.9196541000,2,    290400.00
 7611.5891333000,1,   4584140.00
 7981.2375996000,1,   4583100.00
 8189.5271722000,1,   4583200.00
 7876.7368309000,1,   4583100.00
 7842.0570505000,1,   4583500.00
 2219.2756593000,1,    901960.00
 2222.1859871000,1,    960970.00
 2389.3066394000,1,    769260.00
 2274.7089116000,1,    942060.00
 2425.6505642000,1,    896770.00
 5374.8084338000,1,    180000.00
 5267.8407927000,1,    232000.00
 5354.4164131000,1,    170000.00
 5326.7562884000,1,    268000.00
 5310.6311963000,1,    135000.00
  810.4672772400,1,  11504000.00
  852.0628734700,1,   9453900.00
  889.1700560400,1,  11904000.00
  858.7208325700,1,  11504000.00
  829.9198738800,1,   9504000.00
 8354.5071150000,1,     85600.00
 8357.5472306000,1,     85600.00
 8349.2643285000,1,     85700.00
 8353.9221265000,1,     85700.00
 8350.8991624000,1,     85600.00
 7262.0086386000,1,    388750.00
 7284.7115320000,1,    430650.00
 7847.6528813000,1,    402650.00
 7479.1501399000,1,    417650.00
 7966.0312719000,1,    444650.00
23621.3419150000,1,     64410.00
21236.1373680000,1,     65120.00
21718.8292510000,1,     63990.00
22038.0184060000,1,     64600.00
21142.7449230000,1,     64900.00
14688.6529660000,1,    401000.00
13817.6175820000,1,    406100.00
14112.6483100000,1,    410000.00
13845.9587520000,1,    424800.00
13837.0760490000,1,    426600.00
   43.5481622980,1,  37476000.00
   43.4428112410,1,  37477000.00
   43.5422735980,1,  37476000.00
   44.0535125030,1,  37478000.00
   44.2759196960,1,  37478000.00
 3135.9292267000,3,   1062200.00
 3647.8403494000,3,   2209600.00
 2609.4860733000,3,   2371100.00
 3130.3942184000,3,   1816200.00
 3434.0095894000,3,   1072700.00
 9001.5375344000,1,       500.00
 8756.3276721000,1,       500.00
 8945.4100531000,1,       500.00
 8961.0233268000,1,       500.00
 8889.3652074000,1,       500.00
   89.1097807980,1,  17777000.00
   94.2247972220,1,  18361000.00
   97.6743688350,1,  18571000.00
   94.3150079810,1,  18055000.00
   91.3792570520,1,  18681000.00
   95.1300759490,1,  27904900.00
   94.7997512460,1,  27904900.00
   94.9965796360,1,  27894900.00
   96.2699961750,1,  27895900.00
   97.0855985980,1,  31627900.00
 5436.3500007000,1,   1100200.00
 5457.0652171000,1,   1081200.00
 5876.1906914000,1,   1122200.00
 5603.9793643000,1,   1104200.00
 5965.5767361000,1,   1107200.00
 2776.5505344000,2,     64720.00
 2653.3824482000,2,     64220.00
 2709.7283203000,2,     68230.00
 2706.8428181000,2,     69230.00
 2669.5182928000,2,     77220.00
 7941.9537135000,1,      9200.00
 8048.2767922000,1,      9200.00
 7860.8444101000,1,      9600.00
 7973.2232309000,1,      9200.00
 8078.2480847000,1,      9200.00
 6238.6006174000,1,    669400.00
 6264.0537332000,1,    668400.00
 6744.8643318000,1,    669400.00
 6438.1966362000,1,    669400.00
 6849.8330069000,1,    669400.00
 2917.2097730000,2,      4380.00
 2707.4612814000,2,      4450.00
 2766.2093713000,2,      4860.00
 2818.9659803000,2,      4140.00
 2767.0493149000,2,      5130.00
 8381.7251083000,1,   1045020.00
 8415.9220433000,1,   1062020.00
 9061.9038129000,1,   1037220.00
 8649.8876442000,1,   1029120.00
 9202.9320070000,1,   1031020.00
 9789.3290482000,1,   1982500.00
10143.5148240000,1,   1982400.00
 9267.1932238000,1,   1982500.00
 9636.7120051000,1,   1982500.00
 9599.2780716000,1,   1982500.00
 2893.9928144000,4,    540300.00
 2928.6821970000,4,    540300.00
 3133.8444686000,4,    540300.00
 3039.5611772000,4,    540300.00
 3194.4456159000,4,    540300.00
  804.8982197300,4,     19300.00
  791.4149525200,4,     19300.00
  804.4464871800,4,     19300.00
  821.4243793800,4,     19300.00
  802.7780885700,4,     19300.00
   60.6698263240,1, 109451400.00
   59.7440437830,1, 109451800.00
   61.6327172550,1, 109455400.00
   61.5778099940,1, 109471000.00
   60.0424621380,1, 109453000.00
10057.8390540000,1,    492600.00
10089.2824270000,1,    491700.00
10868.9528700000,1,    491700.00
10358.5787500000,1,    491600.00
11032.9062410000,1,    492700.00
 9862.5101872000,1,     66600.00
 9809.4718046000,1,     66700.00
 9857.3671237000,1,     66700.00
 9730.4163332000,1,     66700.00
 9873.6314807000,1,     66700.00
 7933.2166488000,1,     11080.00
 7925.9879448000,1,      8490.00
 7973.0899407000,1,     11080.00
 7947.1242648000,1,     12480.00
 7942.7685368000,1,      7190.00
 7784.7409261000,1,    677200.00
 7809.0780141000,1,    554100.00
 8412.5408822000,1,    628100.00
 8017.5126586000,1,    610100.00
 8539.4403597000,1,    607100.00
  583.1489252300,1,   1687000.00
  624.6525968000,1,   1687000.00
  572.3176645500,1,   1687000.00
  586.7263277900,1,   1687000.00
  574.0629198600,1,   1687000.00
 3139.7218499000,1,      9020.00
 3219.0094322000,1,      9020.00
 3182.7834827000,1,      9030.00
 3198.5971520000,1,      9020.00
 3193.2347352000,1,      9030.00
13270.5934050000,4,    680500.00
13916.5305150000,4,    681500.00
15087.6663170000,4,    681500.00
13731.0800990000,4,    680500.00
15323.5106580000,4,    678500.00
 5835.5392318000,2,    208680.00
 5816.2452882000,2,    208780.00
 6385.0828262000,2,    208790.00
 5961.7592728000,2,    208780.00
 6462.6744416000,2,    208780.00
   48.8089878360,1, 253309000.00
   49.6050729160,1, 258965000.00
   49.9593896350,1, 250283500.00
   50.9430864320,1, 249255900.00
   49.1450115050,1, 275940200.00
 9165.8795223000,1,    560740.00
 9197.1538633000,1,    549750.00
 9905.9843405000,1,    563440.00
 9444.1527134000,1,    551750.00
10058.6423920000,1,    564440.00
 6920.4142054000,1,    -79800.00
 7097.4718987000,1,    -78800.00
 6988.5891655000,1,    -79710.00
 7122.1777385000,1,    -81780.00
 7023.2264973000,1,    -79720.00
 5748.2644960000,1,     48450.00
 5678.7346407000,1,     48450.00
 5707.2610348000,1,     48450.00
 5734.7167671000,1,     48450.00
 5697.3421011000,1,     48550.00
 5085.0770706000,1,   5126400.00
 5572.0850767000,1,   5125400.00
 6044.1022020000,1,   5125400.00
 5410.2291874000,1,   5126400.00
 5237.7098565000,1,   5127400.00
 2434.3221988000,2,       240.00
 2447.4959370000,2,       240.00
 2409.7580904000,2,       240.00
 2450.3080074000,2,       240.00
 2415.7885987000,2,       240.00
10281.7330500000,1,      5620.00
10306.6370840000,1,      7620.00
10361.8335860000,1,      6620.00
10188.2628110000,1,      7620.00
10218.3175210000,1,      7620.00
 5553.1718466000,1,      6510.00
 5599.0513218000,1,      5710.00
 5470.8705763000,1,     28450.00
 5633.4344247000,1,      7810.00
 5471.7835224000,1,     10610.00
12227.1546190000,2,     68830.00
12459.9028290000,2,     59720.00
12393.7282880000,2,     76820.00
12578.9287110000,2,     58870.00
12457.7043210000,2,     52890.00
   49.1497248260,4,1707468000.00
   48.7205461560,4,1716217000.00
   49.1023420420,4,1796458000.00
   50.0979363930,4,1727068000.00
   49.4402435860,4,1715630000.00
 8102.2620870000,1,    446790.00
 8129.9727406000,1,    446790.00
 8758.0052320000,1,    446790.00
 8349.3703833000,1,    445790.00
 8890.1030373000,1,    446790.00
 1995.5943226000,1,  26528400.00
 2014.6967377000,1,  26529400.00
 2025.5592770000,1,  26522900.00
 2041.3092351000,1,  26528000.00
 2001.4939265000,1,  26533500.00
 3878.9314488000,4,    120800.00
 3880.4082099000,4,    119800.00
 3915.2783559000,4,    120800.00
 3990.6220745000,4,    119800.00
 3938.6744102000,4,    120800.00
 3386.9495245000,1,     34670.00
 3472.4803619000,1,     34670.00
 3433.4019122000,1,     33670.00
 3450.4607799000,1,     34770.00
 3444.6761162000,1,     34670.00
 9898.6872377000,3,     55800.00
 9872.2221689000,3,     59800.00
 9897.6535636000,3,     58800.00
 9826.4760389000,3,     57800.00
 9930.6490972000,3,     56800.00
 8706.1504478000,2,     61540.00
 8773.0871744000,2,     61540.00
 8600.1342684000,1,     61540.00
 8650.6367758000,4,     61540.00
 8800.1788265000,1,     61540.00
 3668.6344829000,1,   5995000.00
 3952.8622018000,1,   3795000.00
 4111.5177201000,1,   3696000.00
 3958.1489992000,1,   4044000.00
 3746.6505937000,1,   4925000.00
 5928.2765600000,1,   1206000.00
 5950.8662631000,1,   1206000.00
 6407.9177267000,1,   1206000.00
 6111.0744349000,1,   1206000.00
 6505.3921707000,1,   1206000.00
 7200.9581867000,3,     17500.00
 7087.6447130000,3,     17500.00
 7179.2918242000,3,     17500.00
 7225.6894387000,3,     17500.00
 7180.3308824000,3,     17500.00
 2788.8535561000,2,    429560.00
 2706.6338153000,2,    501560.00
 2004.4179565000,2,    793660.00
 2724.6924253000,2,    359660.00
 2691.1290924000,2,    308560.00
 1582.5535338000,1,    354230.00
 2290.0357723000,1,    205920.00
 2267.6071908000,1,    243030.00
 1630.8193271000,1,    305130.00
 2253.0105419000,1,    248230.00
15209.8095900000,1,    297000.00
14665.7174100000,1,    297000.00
14522.0815590000,1,    297000.00
14736.6380300000,1,    296000.00
14428.6025270000,1,    296000.00
 3037.1142917000,2,     14900.00
 3106.3487852000,2,     16900.00
 3014.7415829000,2,     13900.00
 3087.3317357000,2,     13900.00
 3028.3730729000,2,     14900.00
 7050.0599316000,1,     31820.00
 6858.0100491000,1,     32530.00
 7006.1005407000,1,     32170.00
 7018.3289533000,1,     30580.00
 6962.2058705000,1,     29530.00
  757.7190703000,3,     -1600.00
  757.4559822300,3,     -1500.00
  759.6222604100,3,     -1500.00
  756.9212580500,3,     -1500.00
  759.4801314900,3,     -1600.00
 6455.3197075000,1,    -24450.00
 6549.8502779000,1,    -24450.00
 6481.9032063000,1,    -24440.00
 6480.5634096000,1,    -24440.00
 6486.6706904000,1,    -24440.00
21077.8038950000,1,    127100.00
20696.8036270000,1,    127100.00
20182.5208940000,1,    127100.00
20548.6527180000,1,    127100.00
20212.0121520000,1,    127100.00
 7037.7748756000,1,    521550.00
 7056.1240756000,1,    520550.00
 7605.0159568000,1,    631550.00
 7241.7537083000,1,    520550.00
 7720.0726104000,1,    520550.00
16596.5970940000,2,    115000.00
15529.3147060000,2,    105000.00
16073.9875390000,2,    104000.00
15725.9096760000,1,    112000.00
15316.9099730000,1,    108000.00
 7626.5400139000,5,    713000.00
 7603.5402130000,5,    713000.00
 8198.5428842000,5,    713000.00
 7738.5974717000,5,    713000.00
 8303.8036337000,5,    713000.00
 2475.5753643000,3,      5430.00
 2484.8250214000,3,      3120.00
 2466.1055096000,3,      9580.00
 2458.4354868000,3,      4020.00
 2473.8203450000,3,     12280.00
 1850.6623617000,3,    794160.00
 1857.3628095000,3,    774160.00
 1997.1197494000,3,    770160.00
 1907.4664329000,3,    799160.00
 2026.6006747000,3,    785160.00
   55.9498824130,1,  55538000.00
   56.2730973740,1,  55612000.00
   56.7151374200,1,  56939000.00
   57.9818301130,1,  56428000.00
   56.4725512880,1,  56957000.00
 3658.5764065000,3,    278020.00
 3511.6822925000,3,    273920.00
 3555.6545092000,3,    282920.00
 3541.2247958000,3,    278020.00
 3518.6018362000,3,    291020.00
 5702.2027304000,1,     -1200.00
 5546.8696730000,1,     -1200.00
 5666.6476626000,1,     -1900.00
 5676.5382009000,1,     -3100.00
 5631.1449420000,1,     -1200.00
  454.0526420900,4,   3940500.00
  458.7904506500,4,   3899500.00
  489.0242706400,4,   5386500.00
  460.5569587100,4,   4310500.00
  454.0264245300,4,   4645500.00
 9326.6697678000,1,     87100.00
 9384.0085560000,1,     87100.00
 9379.3444309000,1,     87000.00
 9396.7487519000,1,     90100.00
 9383.5516567000,1,     82100.00
 6590.9368961000,1,    -18199.00
 6597.6253987000,1,    -18199.00
 6562.9859624000,1,    -18199.00
 6505.0940271000,1,    -18199.00
 6572.4694089000,1,    -18199.00
12612.4256950000,4,    556200.00
12570.4514920000,4,    514200.00
13568.8860380000,4,    532800.00
12801.4597780000,4,    522400.00
13739.3439840000,4,    508200.00
 6915.4085976000,4,    395920.00
 6894.5533971000,4,    394800.00
 7434.0754583000,4,    394900.00
 7017.0173357000,4,    394800.00
 7529.5212425000,4,    394700.00
 8663.0426740000,1,     70600.00
 8692.5364167000,1,     95600.00
 9345.4260548000,1,     83600.00
 8922.5520282000,1,     77600.00
 9484.0234885000,1,     91600.00
 9270.3925581000,1,    579500.00
15768.1916770000,1,    533700.00
 7727.5839118000,1,   2712000.00
15800.5336480000,1,    453000.00
10167.6867490000,1,    710100.00
 4881.6037167000,1,    303200.00
 4592.1251936000,1,    231200.00
 4690.1752395000,1,    243200.00
 4601.5440532000,1,    319200.00
 4598.5919896000,1,    235200.00
   58.7388220740,1, 302796400.00
   59.3957210020,1, 303481200.00
   59.6823911900,1, 302555400.00
   60.9493337590,1, 302893100.00
   59.3266102400,1, 302681700.00
   53.8608670860,1,  25101580.00
   54.6441531510,1,  24473710.00
   54.6371510050,1,  26875880.00
   55.2728913600,1,  26597580.00
   54.7285611870,1,  24503850.00
  397.5976333200,1,  14427380.00
  421.6494292800,1,  14427370.00
  438.3534919500,1,  14426280.00
  422.5790707300,1,  14427270.00
  404.6305738500,1,  14427370.00
 1002.0636663000,4,    874200.00
  999.1118648900,4,    935000.00
 1077.6583178000,4,    985800.00
 1017.6307747000,4,   1000390.00
 1091.6332106000,4,    945490.00
14433.7654860000,1,    414300.00
13490.3462930000,1,    415100.00
13514.6557070000,1,    415200.00
14069.3251880000,1,    415100.00
13562.6086470000,1,    415100.00
  471.5004368100,1,  17973000.00
  488.4560525600,1,  17961100.00
  520.2864456700,1,  18566000.00
  489.7178638300,1,  21056100.00
  471.9295267700,1,  19052000.00
 2554.7993161000,3,    -22800.00
 2499.3894956000,3,    -22800.00
 2517.7872793000,3,    -22800.00
 2517.0339474000,3,    -22800.00
 2488.5021043000,3,    -22800.00
12686.2589570000,3,      6100.00
12685.6934810000,3,       640.00
12714.0853140000,3,       110.00
12689.3945610000,3,      3000.00
12715.6477730000,3,      1500.00
 4431.5462938000,2,    303750.00
 4115.0247749000,2,    296140.00
 4320.5765474000,2,    405420.00
 4230.6162797000,2,    335111.00
 4253.7222222000,2,    335660.00
 8212.8577235000,1,   2607000.00
 9671.5631007000,1,   2340000.00
 6928.0116832000,1,   2313000.00
 8301.2324572000,1,   2273000.00
 7470.4953278000,1,   2297000.00
 5336.4471475000,1,      3210.00
 5315.8197630000,1,      3205.00
 5359.4865386000,1,      3210.00
 5254.2093109000,1,      3210.00
 5345.0810738000,1,      3205.00
  831.3580249400,1,  29921000.00
  819.4831147500,1,  29291000.00
  815.2507677100,1,  29261000.00
  825.1150599500,1,  30021000.00
  844.0289909000,1,  29241000.00
 2163.8754323000,2,    215100.00
 2071.8720560000,2,    121000.00
 2092.3262200000,2,    270000.00
 2078.4302147000,2,     92000.00
 2072.1367005000,2,     68000.00
 2392.3769339000,3,    181100.00
 2296.3215147000,3,    176100.00
 2325.0753537000,3,    187100.00
 2315.6396308000,3,    184110.00
 2300.8462683000,3,    172100.00
 9617.2697382000,5,     62800.00
 9800.3378676000,5,     66400.00
 9748.2882754000,5,     79900.00
 9893.9576875000,5,     61000.00
 9798.6086309000,5,     77700.00
 7768.3331926000,1,    -11700.00
 7776.2165205000,1,    -11700.00
